Opportunity Owner,Segment,Type,Source,Inbound Type,Current Stage (as of data pull),Base Annual Contract Value,Created Date,SQL Datestamp,SAL Datestamp,SQO Datestamp,Close Date,Funnel Stage Reached
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,224.00",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,095.60",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"84,000.00",7/21/2023 0:00:00,7/21/2023 7:53:00,7/21/2023 7:53:00,"7/24/2023, 2:08 PM",9/30/2023 0:00:00,3 - SQO
Bobby,Mid-Market,New,Marketing , Website Direct,Closed Lost,"120,000.00",8/3/2023 0:00:00,8/3/2023 14:05:00,8/4/2023 13:52:00,"8/4/2023, 1:53 PM",9/30/2023 0:00:00,3 - SQO
Lauren,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/17/2023 0:00:00,8/17/2023 13:01:00,8/17/2023 13:01:00,,9/30/2023 0:00:00,2 - SAL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,174.80",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,032.80",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"28,224.00",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"8,040.00",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,300.00",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,890.80",1/29/2024 0:00:00,,,,1/31/2024 0:00:00,
Judy,Enterprise,New,AE Outbound,Outbound,Closed Won,"4,056.00",8/30/2023 0:00:00,8/30/2023 7:58:00,8/30/2023 7:58:00,"11/9/2023, 7:14 AM",1/31/2024 0:00:00,4 - Closed Won
Ian,Mid-Market,New,Marketing , Website Direct,Closed Won,"7,612.80",12/1/2023 0:00:00,12/1/2023 15:00:00,12/1/2023 15:00:00,"12/6/2023, 10:02 AM",1/31/2024 0:00:00,4 - Closed Won
Bobby,Mid-Market,New,Marketing , Website Direct,Closed Won,"47,340.00",12/18/2023 0:00:00,12/18/2023 6:13:00,12/22/2023 7:17:00,"12/22/2023, 7:19 AM",1/31/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"552,516.00",10/10/2023 0:00:00,,,,2/1/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"87,847.20",10/30/2023 0:00:00,,,,2/1/2024 0:00:00,
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Won,"70,567.20",1/16/2024 0:00:00,1/16/2024 8:00:00,1/18/2024 10:43:00,"1/25/2024, 12:25 PM",2/1/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,844.80",1/29/2024 0:00:00,,,,2/5/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Content Forms,Closed Won,"4,452.00",2/1/2024 0:00:00,,,,2/5/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"1,323.00",1/22/2024 0:00:00,,,,2/5/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,692.00",1/31/2024 0:00:00,,,,2/5/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"6,998.40",1/24/2024 0:00:00,,,,2/5/2024 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"10,368.00",7/26/2023 0:00:00,7/26/2023 11:10:00,7/26/2023 11:10:00,"8/9/2023, 10:11 AM",2/5/2024 0:00:00,4 - Closed Won
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"3,996.00",1/31/2024 0:00:00,,,,2/5/2024 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,9/19/2023 0:00:00,9/19/2023 6:50:00,,,9/28/2023 0:00:00,1 - SQL
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,095.00",2/1/2024 0:00:00,,,,2/6/2024 0:00:00,
Lauren,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"86,400.00",7/14/2023 0:00:00,7/14/2023 11:59:00,7/14/2023 11:59:00,"8/15/2023, 1:21 PM",9/28/2023 0:00:00,3 - SQO
Lauren,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"36,000.00",8/10/2023 0:00:00,8/10/2023 6:31:00,8/10/2023 6:31:00,"8/15/2023, 1:35 PM",9/28/2023 0:00:00,3 - SQO
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"25,194.00",2/2/2024 0:00:00,,,,2/6/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"28,101.00",2/2/2024 0:00:00,,,,2/6/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,250.00",2/2/2024 0:00:00,,,,2/6/2024 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"6,075.00",1/26/2024 0:00:00,,,,2/6/2024 0:00:00,
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"23,562.00",1/25/2024 0:00:00,,,,2/6/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"21,528.00",1/23/2024 0:00:00,,,,2/6/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"4,924.80",2/5/2024 0:00:00,,,,2/6/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"6,831.00",1/30/2024 0:00:00,,,,2/6/2024 0:00:00,
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"35,616.00",2/5/2024 0:00:00,,,,2/6/2024 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"6,096.00",2/2/2024 0:00:00,,,,2/6/2024 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,7/11/2023 0:00:00,7/11/2023 15:21:00,8/22/2023 7:37:00,,9/27/2023 0:00:00,2 - SAL
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,528.00",2/6/2024 0:00:00,,,,2/7/2024 0:00:00,
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,992.00",1/31/2024 0:00:00,,,,2/7/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"37,992.00",1/25/2024 0:00:00,,,,2/7/2024 0:00:00,
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"68,940.00",11/9/2023 0:00:00,11/9/2023 4:27:00,11/9/2023 4:27:00,"12/5/2023, 7:31 AM",2/7/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"13,440.00",2/1/2024 0:00:00,,,,2/8/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"2,673.00",2/5/2024 0:00:00,,,,2/8/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"30,487.80",1/9/2024 0:00:00,,,,2/8/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"3,726.00",1/22/2024 0:00:00,,,,2/8/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,761.60",2/6/2024 0:00:00,,,,2/8/2024 0:00:00,
Cindy,Enterprise,New,AE Outbound,Outbound,Closed Won,"21,609.00",12/7/2023 0:00:00,12/7/2023 8:39:00,12/7/2023 8:39:00,"2/8/2024, 9:56 AM",2/8/2024 0:00:00,4 - Closed Won
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"2,808.00",1/10/2024 0:00:00,,,,2/8/2024 0:00:00,
Ian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"3,312.00",1/23/2024 0:00:00,,,,2/8/2024 0:00:00,
Myles,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"7,115.40",1/10/2024 0:00:00,1/10/2024 15:13:00,1/10/2024 15:13:00,"1/10/2024, 3:13 PM",2/8/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Content Forms,Closed Won,"26,838.00",2/7/2024 0:00:00,,,,2/9/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"26,785.80",2/5/2024 0:00:00,,,,2/9/2024 0:00:00,
Judy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,,8/23/2023 0:00:00,8/23/2023 14:10:00,,,9/25/2023 0:00:00,1 - SQL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Lost,"58,032.00",8/11/2023 0:00:00,,,,9/25/2023 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/16/2023 0:00:00,8/16/2023 11:49:00,8/16/2023 11:49:00,,9/25/2023 0:00:00,2 - SAL
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"11,965.20",2/8/2024 0:00:00,,,,2/9/2024 0:00:00,
Bobby,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,8/23/2023 0:00:00,8/23/2023 11:19:00,,,9/25/2023 0:00:00,1 - SQL
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"20,295.00",1/11/2024 0:00:00,,,,2/12/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"14,352.00",2/5/2024 0:00:00,,,,2/12/2024 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"99,300.00",2/1/2024 0:00:00,2/1/2024 8:20:00,2/9/2024 10:03:00,"2/9/2024, 10:43 AM",2/12/2024 0:00:00,4 - Closed Won
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"23,100.00",2/6/2024 0:00:00,,,,2/12/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"29,808.00",2/8/2024 0:00:00,,,,2/12/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"67,788.00",2/8/2024 0:00:00,,,,2/12/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,344.00",2/6/2024 0:00:00,,,,2/13/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"4,608.00",2/12/2024 0:00:00,,,,2/13/2024 0:00:00,
Gabby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"5,760.00",2/2/2024 0:00:00,,,,2/13/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,440.00",2/13/2024 0:00:00,,,,2/14/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,717.40",1/29/2024 0:00:00,,,,2/14/2024 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"18,556.20",2/13/2024 0:00:00,,,,2/14/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"7,623.00",2/13/2024 0:00:00,,,,2/14/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,840.00,12/29/2023 0:00:00,,,,2/15/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"8,712.00",2/9/2024 0:00:00,,,,2/15/2024 0:00:00,
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/15/2023 0:00:00,8/15/2023 9:55:00,8/15/2023 9:55:00,,9/21/2023 0:00:00,2 - SAL
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,,8/18/2023 0:00:00,8/18/2023 6:54:00,9/6/2023 14:42:00,,9/21/2023 0:00:00,2 - SAL
Myles,Mid-Market,New,AE Outbound,Outbound,Closed Lost,"36,000.00",8/29/2023 0:00:00,8/29/2023 14:52:00,8/29/2023 14:52:00,"8/30/2023, 11:45 AM",9/21/2023 0:00:00,3 - SQO
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,032.00",2/14/2024 0:00:00,,,,2/15/2024 0:00:00,
Katie,Enterprise,New,AE Outbound,Outbound,Closed Won,"15,321.60",1/22/2024 0:00:00,,,,2/16/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,591.00",2/14/2024 0:00:00,,,,2/16/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,445.20",2/15/2024 0:00:00,,,,2/16/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,600.40",2/15/2024 0:00:00,,,,2/16/2024 0:00:00,
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"11,970.00",2/15/2024 0:00:00,,,,2/16/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,728.00",2/15/2024 0:00:00,,,,2/19/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"22,728.00",2/15/2024 0:00:00,,,,2/19/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,359.60",2/16/2024 0:00:00,,,,2/19/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,270.40",2/15/2024 0:00:00,,,,2/19/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,452.00",2/9/2024 0:00:00,,,,2/20/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"4,512.00",2/15/2024 0:00:00,,,,2/20/2024 0:00:00,
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,416.00",2/15/2024 0:00:00,,,,2/20/2024 0:00:00,
Ian,Mid-Market,New,Marketing , Website Direct,Closed Lost,,9/18/2023 0:00:00,9/18/2023 12:51:00,,,9/19/2023 0:00:00,1 - SQL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,088.20",2/8/2024 0:00:00,,,,2/20/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,192.00",12/14/2023 0:00:00,,,,2/21/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"9,171.00",1/19/2024 0:00:00,,,,2/21/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,709.00",2/13/2024 0:00:00,,,,2/21/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"8,616.00",2/20/2024 0:00:00,,,,2/21/2024 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"8,256.60",2/20/2024 0:00:00,,,,2/21/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,992.80",2/20/2024 0:00:00,,,,2/21/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"10,854.00",2/20/2024 0:00:00,,,,2/21/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,280.00",2/15/2024 0:00:00,,,,2/21/2024 0:00:00,
Cindy,Enterprise,New,SDR Outbound,Outbound,Closed Lost,"48,000.00",7/5/2023 0:00:00,7/5/2023 10:59:00,7/10/2023 10:37:00,"7/10/2023, 10:38 AM",9/18/2023 0:00:00,3 - SQO
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,936.00",2/15/2024 0:00:00,,,,2/21/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,164.80",2/15/2024 0:00:00,,,,2/21/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,085.60",2/15/2024 0:00:00,,,,2/21/2024 0:00:00,
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,8/22/2023 0:00:00,8/22/2023 14:13:00,8/22/2023 14:13:00,,9/18/2023 0:00:00,2 - SAL
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Won,"21,600.00",2/16/2024 0:00:00,2/16/2024 6:43:00,2/16/2024 6:43:00,"2/21/2024, 6:58 AM",2/21/2024 0:00:00,4 - Closed Won
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"59,967.60",1/25/2024 0:00:00,1/25/2024 12:46:00,2/6/2024 13:14:00,"2/6/2024, 1:14 PM",2/21/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"15,090.00",2/14/2024 0:00:00,,,,2/22/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,290.00",2/16/2024 0:00:00,,,,2/22/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,888.00",2/16/2024 0:00:00,,,,2/22/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"17,256.00",2/20/2024 0:00:00,,,,2/22/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,446.00",1/29/2024 0:00:00,,,,2/22/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,305.60",2/20/2024 0:00:00,,,,2/22/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"12,236.40",1/31/2024 0:00:00,,,,2/22/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,467.60",2/21/2024 0:00:00,,,,2/22/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"5,875.20",1/8/2024 0:00:00,,,,2/22/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"10,893.60",2/14/2024 0:00:00,,,,2/22/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,792.00",2/20/2024 0:00:00,,,,2/22/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,590.00",2/16/2024 0:00:00,,,,2/23/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"4,738.80",2/21/2024 0:00:00,,,,2/23/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"23,274.00",2/6/2024 0:00:00,,,,2/23/2024 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"2,673.00",2/22/2024 0:00:00,,,,2/23/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,344.00",2/22/2024 0:00:00,,,,2/23/2024 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"3,402.00",2/22/2024 0:00:00,,,,2/23/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,560.80",2/22/2024 0:00:00,,,,2/23/2024 0:00:00,
Andy,Mid-Market,New,AE Outbound,Outbound,Closed Won,"11,550.60",2/12/2024 0:00:00,2/12/2024 7:46:00,2/12/2024 7:46:00,"2/12/2024, 9:40 AM",2/23/2024 0:00:00,4 - Closed Won
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"50,622.00",1/4/2024 0:00:00,1/4/2024 6:10:00,1/8/2024 9:11:00,"1/8/2024, 9:12 AM",2/23/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,456.00",2/22/2024 0:00:00,,,,2/26/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"4,992.00",2/22/2024 0:00:00,,,,2/26/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,737.60",2/7/2024 0:00:00,,,,2/26/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"8,611.20",2/22/2024 0:00:00,,,,2/26/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"5,631.60",2/22/2024 0:00:00,,,,2/26/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,744.00",2/22/2024 0:00:00,,,,2/26/2024 0:00:00,
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"3,600.00",12/13/2023 0:00:00,12/13/2023 15:59:00,12/13/2023 15:59:00,"12/13/2023, 4:04 PM",2/26/2024 0:00:00,4 - Closed Won
Bobby,Mid-Market,New,AE Outbound,Outbound,Closed Won,"4,080.00",2/20/2024 0:00:00,2/20/2024 16:17:00,2/20/2024 16:17:00,"2/20/2024, 4:20 PM",2/26/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"26,832.00",1/29/2024 0:00:00,,,,2/27/2024 0:00:00,
Katie,Enterprise,Expansion,Marketing , Event,Closed Won,"12,438.00",2/15/2024 0:00:00,,,,2/27/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"173,440.80",2/26/2024 0:00:00,,,,2/27/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"26,311.20",2/8/2024 0:00:00,,,,2/27/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,458.40",2/22/2024 0:00:00,,,,2/27/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,344.00",2/22/2024 0:00:00,,,,2/27/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"7,344.00",2/26/2024 0:00:00,,,,2/27/2024 0:00:00,
Henry,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"12,042.00",2/26/2024 0:00:00,,,,2/27/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,,2/9/2024 0:00:00,,,,2/27/2024 0:00:00,
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,480.00",2/26/2024 0:00:00,,,,2/27/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"23,587.20",2/1/2024 0:00:00,,,,2/27/2024 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Lost,"48,000.00",7/27/2023 0:00:00,7/27/2023 12:15:00,8/8/2023 6:47:00,"8/22/2023, 6:52 AM",9/6/2023 0:00:00,3 - SQO
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"15,537.60",2/23/2024 0:00:00,,,,2/27/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"7,187.40",2/23/2024 0:00:00,,,,2/27/2024 0:00:00,
Fabian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,7/27/2023 0:00:00,7/27/2023 10:01:00,7/27/2023 10:01:00,,9/5/2023 0:00:00,2 - SAL
Fabian,Mid-Market,New,Marketing , Website Direct,Closed Lost,,8/8/2023 0:00:00,8/8/2023 7:35:00,,,9/5/2023 0:00:00,1 - SQL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"9,072.00",2/17/2024 0:00:00,,,,2/27/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"6,570.60",2/23/2024 0:00:00,,,,2/28/2024 0:00:00,
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,,2/23/2024 0:00:00,,,,2/28/2024 0:00:00,
Myles,Mid-Market,New,Marketing , Website Direct,Closed Lost,,8/31/2023 0:00:00,8/31/2023 6:59:00,,,9/5/2023 0:00:00,1 - SQL
Andy,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"3,284.40",2/27/2024 0:00:00,,,,2/28/2024 0:00:00,
Fabian,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"5,472.00",2/26/2024 0:00:00,,,,2/28/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"2,232.00",2/21/2024 0:00:00,,,,2/29/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Won,"1,512.00",2/21/2024 0:00:00,,,,2/29/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,27.00,7/24/2023 0:00:00,,,,8/31/2023 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,"18,000.00",7/25/2023 0:00:00,,,,8/31/2023 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"1,557.60",2/24/2024 0:00:00,,,,2/29/2024 0:00:00,
Cindy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,830.40",2/28/2024 0:00:00,,,,2/29/2024 0:00:00,
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"19,933.20",2/5/2024 0:00:00,,,,2/29/2024 0:00:00,
Andy,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"56,874.60",2/14/2024 0:00:00,2/14/2024 14:26:00,2/23/2024 9:46:00,"2/23/2024, 9:46 AM",2/29/2024 0:00:00,4 - Closed Won
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"11,340.00",1/10/2024 0:00:00,,,,2/29/2024 0:00:00,
Ian,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,7/27/2023 0:00:00,7/27/2023 10:32:00,7/27/2023 10:32:00,,8/30/2023 0:00:00,2 - SAL
Bobby,Mid-Market,Expansion,AE Outbound,Outbound,Closed Won,"4,488.00",2/28/2024 0:00:00,,,,2/29/2024 0:00:00,
Myles,Mid-Market,New,SDR Outbound,Outbound,Closed Won,"306,295.20",1/11/2024 0:00:00,1/11/2024 13:57:00,1/11/2024 13:57:00,"1/15/2024, 12:56 PM",2/29/2024 0:00:00,4 - Closed Won
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"19,656.00",2/23/2024 0:00:00,,,,3/1/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,856.00",2/29/2024 0:00:00,,,,3/1/2024 0:00:00,
Gabby,Mid-Market,New,AE Outbound,Outbound,Closed Lost,,7/26/2023 0:00:00,7/26/2023 9:18:00,7/26/2023 9:18:00,,8/29/2023 0:00:00,2 - SAL
Judy,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,238.00",2/28/2024 0:00:00,,,,3/1/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"5,239.20",2/28/2024 0:00:00,,,,3/4/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"2,956.80",3/1/2024 0:00:00,,,,3/4/2024 0:00:00,
Katie,Enterprise,Expansion,AE Outbound,Outbound,Closed Won,"3,722.40",3/1/2024 0:00:00,,,,3/4/2024 0:00:00,
Henry,Enterprise,Expansion,SDR Outbound,Outbound,Closed Lost,,8/23/2023 0:00:00,,,,8/28/2023 0:00:00,
Henry,Enterprise,Expansion,Marketing , Event,Closed Won,"118,229.40",1/10/2024 0:00:00,,,,3/4/2024 0:00:00,
